card_seq,player_id,card_set_id,number,position,name,card_source,parse_status,throwing_hand,batting_hand,is_pitcher,card_type,speed,bunt,steal_start,steal_end,injury_rate,is_relief_only,starter_stamina,relief_stamina,batting_style_id,pitching_style_id,is_closer,unique_traits,injury_traits,biorhythm_period,biorhythm_date_ranges,batting_table,pitching_table,card_label,irc_macro_name,irc_display_name,variant,base_player_name
250,,,55,投手,西宮 アリス,hachinai6.1,ok,,,true,pitcher,1,3,1,1,5,false,6,1,,,false,,,,,"[[""3H9"", ""H7a"", ""2B"", ""H7""], [""2H7"", ""H8"", ""3B"", ""G1f""], [""2H9"", ""H9a"", ""SS"", ""G3D""], [""H7"", ""G5f/H8a"", ""G1D"", ""G4D""], [""H8a"", ""1B"", ""G3D"", ""G5a""], [""H9"", ""2B"", ""G4f"", ""G6D""], [""G6D/H8"", ""LF"", ""G4a"", ""F7a""], [""1B"", ""G1a"", ""G5a"", ""F8""], [""SS"", ""G3f"", ""G6D"", ""F9a""], [""G3D"", ""G4D"", ""G6f"", ""PO""], [""G3a"", ""G5D"", ""F7a"", ""BB""], [""G6D"", ""G6a"", ""F8a"", ""BB""], [""F7"", ""F7"", ""F9"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""2*"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2P3"", ""3*"", ""3"", ""3"", ""3"", ""4/3"", ""4"", ""4"", ""5"", ""5"", ""5""]",,P55,,,
251,,,61,投手,高坂 椿,hachinai6.1,ok,,,true,pitcher,1,1,1,1,4,false,6,1,,,false,,,,,"[[""2H7"", ""H7"", ""P"", ""H9""], [""2H8"", ""H8"", ""1B"", ""G1D""], [""H7"", ""H9a/G4a"", ""3B"", ""G3D""], [""H8a"", ""2B"", ""G1a"", ""G4f""], [""H9"", ""LF"", ""G3D"", ""G5a""], [""H8/G4D"", ""RF"", ""G4D"", ""G6D""], [""1B"", ""G1D"", ""G5a"", ""F7""], [""SS"", ""G3a"", ""G6D"", ""F8a""], [""G3D"", ""G4f"", ""G6f"", ""F9""], [""G3f"", ""G5D"", ""F7a"", ""PO""], [""G4D"", ""G6D"", ""F8"", ""BB""], [""G6a"", ""F8a"", ""F9a"", ""BB""], [""F8"", ""F9"", ""PO"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""1/3"", ""2*"", ""2*"", ""2"", ""2"", ""3*"", ""3"", ""4"", ""4"", ""4"", ""4"", ""5*"", ""5"", ""5"", ""5"", ""5"", ""5"", ""5""]",,P61,,,
252,,,61,内野手,高坂 椿,hachinai6.1,ok,,,false,batter,2,2,2,12,4,false,,,,,false,,,,,"[[""HR7"", ""2H7"", ""IH1/G1a"", ""H8"", ""IH6""], [""HR7"", ""2H8"", ""2B"", ""IH5"", ""G4f""], [""HR8/3H8"", ""H7a"", ""SS"", ""G1f"", ""G5a""], [""2H7a"", ""H7"", ""CF"", ""G3a"", ""G6D""], [""2H7"", ""H8a"", ""G1D"", ""G4D"", ""G6f""], [""2H8"", ""H8"", ""G3f"", ""G5a"", ""F7""], [""2H8"", ""H9"", ""G4f"", ""G6D"", ""K""], [""2H9"", ""3B"", ""G4a"", ""G6f"", ""K""], [""H7a"", ""LF"", ""G5D"", ""F7a"", ""K""], [""H7"", ""CF"", ""G5a"", ""F8"", ""K""], [""H8a"", ""G3f"", ""G6f"", ""F9"", ""K""], [""H8"", ""G4D"", ""G6a"", ""PO"", ""K""], [""H9"", ""G5f"", ""F7"", ""BB"", ""K""], [""2B"", ""G6f"", ""F8a"", ""BB"", ""K""], [""SS"", ""G6a"", ""F8"", ""BB"", ""K""], [""G4a"", ""F7a"", ""F9a"", ""BB"", ""K""], [""G6D"", ""F8"", ""PO"", ""BB"", ""K""], [""F9"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,F61,,,
253,,,62,投手,潮見 凪沙,hachinai6.1,ok,,,true,pitcher,1,1,1,1,4,false,4,1,,,false,,,,,"[[""2H8"", ""H8"", ""2B"", ""H7""], [""2H9"", ""H9"", ""3B"", ""G1f""], [""H7"", ""G6f/H8a"", ""SS"", ""G3D""], [""H8a"", ""1B"", ""G1D"", ""G4D""], [""H9"", ""2B"", ""G3D"", ""G5a""], [""G6D/H8"", ""LF"", ""G4f"", ""G6D""], [""1B"", ""G1a"", ""G4a"", ""F7a""], [""SS"", ""G3D"", ""G5a"", ""F8""], [""G3D"", ""G3f"", ""G6D"", ""F9a""], [""G3a"", ""G4D"", ""G6f"", ""PO""], [""G4f"", ""G5D"", ""F7a"", ""BB""], [""G6D"", ""G6a"", ""F8a"", ""BB""], [""F7"", ""F7"", ""F9"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""1"", ""2*"", ""2*"", ""2"", ""5P2"", ""3*"", ""3*"", ""3"", ""3"", ""4"", ""4"", ""5/4"", ""5"", ""5"", ""5"", ""5"", ""5"", ""5""]",,P62,,,
254,,,63,捕手,風祭 せりな,hachinai6.1,ok,,,false,batter,1,1,1,1,4,false,,,,,false,,,,,"[[""HR7"", ""2H7"", ""H8/G6a"", ""G4a"", ""H9""], [""HR7"", ""2H9"", ""2B"", ""G5D"", ""G4f""], [""HR8"", ""H7"", ""3B"", ""G6f"", ""G6D""], [""HR9"", ""H8a"", ""SS"", ""F8a"", ""F8a""], [""2H7a"", ""H9a"", ""G1f"", ""F9"", ""K""], [""2H8"", ""H9"", ""G3D"", ""BB"", ""K""], [""2H9/H9"", ""LF"", ""G3a"", ""BB"", ""K""], [""H7a"", ""CF"", ""G4f"", ""BB"", ""K""], [""H7"", ""RF"", ""G4a"", ""BB"", ""K""], [""H8"", ""G1a"", ""G5f"", ""BB"", ""K""], [""H8"", ""G4D"", ""G6D"", ""BB"", ""K""], [""H9a"", ""G5a"", ""G6a"", ""BB"", ""K""], [""1B"", ""G6f"", ""F7"", ""BB"", ""K""], [""SS"", ""F7a"", ""F8a"", ""BB"", ""K""], [""G4a"", ""F8"", ""F9a"", ""BB"", ""K""], [""G5D"", ""F9a"", ""F9"", ""DB"", ""K""], [""G6a"", ""PO"", ""PO"", ""DB"", ""K""], [""F9a"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,F63,,,
255,,,64,捕手,岸 楓佳,hachinai6.1,ok,,,false,batter,2,3,3,12,5,false,,,,,false,,,,,"[[""HR7"", ""HR7"", ""IH5/PO"", ""H7"", ""H8""], [""HR7"", ""2H7"", ""2B"", ""H8"", ""G3f""], [""HR7"", ""2H9"", ""SS"", ""H9"", ""G4D""], [""HR8"", ""H7a"", ""LF"", ""G1a"", ""G5f""], [""HR9/3H9"", ""H7"", ""G1D"", ""G3D"", ""G5a""], [""2H7a"", ""H8"", ""G3f"", ""G4f"", ""G6f""], [""2H7"", ""H9a"", ""G4D"", ""G5a"", ""F7a""], [""2H8"", ""LF"", ""G5a"", ""G6D"", ""F8""], [""H7a"", ""CF"", ""G6D"", ""F7"", ""PO""], [""H7"", ""RF"", ""G6f"", ""F8a"", ""PO""], [""H7"", ""G3D"", ""F7a"", ""F8"", ""K""], [""H8a"", ""G4f"", ""F7"", ""F9a"", ""K""], [""H8"", ""G5D"", ""F8a"", ""PO"", ""K""], [""H9"", ""G6a"", ""F8"", ""PO"", ""K""], [""3B"", ""F7a"", ""F9"", ""PO"", ""K""], [""SS"", ""F7"", ""PO"", ""BB"", ""K""], [""G6D"", ""F8a"", ""PO"", ""BB"", ""K""], [""F8"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""K"", ""BB"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,F64,,,
256,,,65,内野手,森 ベロニカ 奈緒子,hachinai6.1,ok,,,false,batter,2,1,5,11,3,false,,,,,false,,,,,"[[""HR7"", ""2H7"", ""H8/G4f"", ""H7"", ""H8""], [""HR8"", ""2H9"", ""3B"", ""IH4"", ""G5D""], [""HR9"", ""H7a"", ""SS"", ""G4a"", ""G6D""], [""HR7/2H7"", ""H7"", ""RF"", ""G5D"", ""F9a""], [""3H9/H9"", ""H8a"", ""G1D"", ""G5a"", ""K""], [""2H8a/H8"", ""H8"", ""G3a"", ""G6D"", ""K""], [""H7a"", ""H9"", ""G4D"", ""G6D"", ""K""], [""H7"", ""H8/G4f"", ""G5D"", ""F8a"", ""K""], [""H7"", ""2B"", ""G5a"", ""F9"", ""K""], [""H8a"", ""CF"", ""G6D"", ""PO"", ""K""], [""H8"", ""RF"", ""G6f"", ""BB/PO"", ""K""], [""H8"", ""G4D"", ""G6a"", ""BB"", ""K""], [""H9a"", ""G5f"", ""F7a"", ""BB"", ""K""], [""H9"", ""G6D"", ""F8"", ""BB"", ""K""], [""H9/G4a"", ""G6a"", ""F9a"", ""BB"", ""K""], [""IH6/G6D"", ""F8a"", ""F9"", ""BB"", ""K""], [""3B"", ""F9"", ""PO"", ""DB"", ""K""], [""SS"", ""PO"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,F65,,,
257,,,71,投手,各務原 なでしこ,hachinai6.1,ok,,,true,pitcher,3,1,1,1,3,false,6,,,,false,,,,,"[[""3H9"", ""H7"", ""P"", ""H9""], [""2H8"", ""H8"", ""1B"", ""G1D""], [""H7"", ""H9a/G4a"", ""3B"", ""G3D""], [""H8a"", ""2B"", ""G1a"", ""G4f""], [""H9"", ""LF"", ""G3D"", ""G5a""], [""H8/G4D"", ""RF"", ""G4D"", ""G6D""], [""1B"", ""G1D"", ""G5a"", ""F7""], [""SS"", ""G3a"", ""G6D"", ""F8a""], [""G3D"", ""G4f"", ""G6f"", ""F9""], [""G3f"", ""G5D"", ""F7a"", ""PO""], [""G4D"", ""G6D"", ""F8"", ""BB""], [""G6a"", ""F8a"", ""F9a"", ""BB""], [""F8"", ""F9"", ""PO"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""1"", ""1P4"", ""2*"", ""2*"", ""2"", ""2"", ""2"", ""3*"", ""3*"", ""3"", ""3"", ""3"", ""3"", ""3"", ""4"", ""5"", ""5"", ""5""]",,P71,,,
258,,,72,捕手,志摩 リン,hachinai6.1,ok,,,false,batter,1,3,1,1,4,false,,,,,false,,,,,"[[""HR7"", ""HR7"", ""H9/G4D"", ""G6f"", ""H7""], [""HR7"", ""2H9"", ""3B"", ""F9"", ""G4f""], [""HR8"", ""H7a"", ""SS"", ""PO"", ""G6a""], [""HR9"", ""H7"", ""RF"", ""BB"", ""F9""], [""3H7/2H7a"", ""H8"", ""G1f"", ""BB"", ""PO""], [""2H7"", ""H9"", ""G3a"", ""BB"", ""K""], [""H7a"", ""LF"", ""G4f"", ""BB"", ""K""], [""H7"", ""CF"", ""G4a"", ""BB"", ""K""], [""H8a"", ""RF"", ""G5D"", ""BB"", ""K""], [""H8"", ""G4D"", ""G5f"", ""BB"", ""K""], [""H9a"", ""G5f"", ""G6D"", ""BB"", ""K""], [""H9"", ""G5a"", ""F7"", ""BB"", ""K""], [""H8a/F8"", ""G6D"", ""F8a"", ""BB"", ""K""], [""2B"", ""G6a"", ""F8"", ""BB"", ""K""], [""SS"", ""F7a"", ""F9a"", ""BB"", ""K""], [""G4a"", ""F8"", ""F9"", ""BB"", ""K""], [""G6f"", ""F9"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB/K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,F72,,,
259,,,73,内野手,大垣 千明,hachinai6.1,ok,,,false,batter,3,9,5,10,4,false,,,,,false,,,,,"[[""HR7"", ""H7"", ""H9/F9"", ""H9"", ""IH6""], [""2H7"", ""H7"", ""P"", ""IH4"", ""G4a""], [""2H9"", ""H8a"", ""3B"", ""G1f"", ""G5D""], [""H7a"", ""H8"", ""SS"", ""G3a"", ""G5a""], [""H7"", ""H9a"", ""G1D"", ""G4D"", ""G6D""], [""H8a"", ""H9"", ""G3f"", ""G4f"", ""G6f""], [""H8"", ""IH6"", ""G4f"", ""G5D"", ""F8""], [""H8"", ""2B"", ""G4a"", ""G5a"", ""PO""], [""H8"", ""CF"", ""G5D"", ""G6f"", ""K""], [""H8"", ""RF"", ""G5f"", ""G6a"", ""K""], [""H9a"", ""G1a"", ""G5a"", ""F8a"", ""K""], [""H9a"", ""G3D"", ""G6D"", ""F9"", ""K""], [""H9"", ""G4D"", ""G6f"", ""PO"", ""K""], [""H9"", ""G5f"", ""G6a"", ""BB"", ""K""], [""H9"", ""G6f"", ""F7"", ""BB"", ""K""], [""1B"", ""G6a"", ""F8"", ""BB"", ""K""], [""SS"", ""F7"", ""F9a"", ""BB"", ""K""], [""G5a"", ""F9a"", ""PO"", ""BB"", ""K""], [""G6D"", ""PO"", ""PO"", ""BB"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,F73,,,
260,,,74,内野手,犬山 あおい,hachinai6.1,ok,,,false,batter,2,1,3,13,3,false,,,,,false,,,,,"[[""HR7"", ""2H7"", ""H8/G6f"", ""H7"", ""IH6""], [""HR7"", ""2H9"", ""2B"", ""H8"", ""G6f""], [""HR8"", ""H7a"", ""3B"", ""G3f"", ""F7""], [""HR9"", ""H8"", ""SS"", ""G4a"", ""PO""], [""2H7a"", ""H9a"", ""G1D"", ""G5D"", ""K""], [""2H8"", ""LF"", ""G3f"", ""G5a"", ""K""], [""H7a"", ""CF"", ""G4D"", ""G6D"", ""K""], [""H7"", ""RF"", ""G4a"", ""G6f"", ""K""], [""H7"", ""G3a"", ""G5f"", ""F7a"", ""K""], [""H8a"", ""G4D"", ""G5a"", ""F9"", ""K""], [""H9"", ""G5D"", ""G6D"", ""PO"", ""K""], [""H7/F7"", ""G5a"", ""G6a"", ""BB"", ""K""], [""3B"", ""G6f"", ""F7"", ""BB"", ""K""], [""SS"", ""G6a"", ""F8"", ""BB"", ""K""], [""G5f"", ""F7a"", ""F9a"", ""BB"", ""K""], [""G6D"", ""F8"", ""PO"", ""BB"", ""K""], [""F8a"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,F74,,,
261,,,75,外野手,斉藤 恵那,hachinai6.1,ok,,,false,batter,3,1,7,11,3,false,,,,,false,,,,,"[[""HR7"", ""2H7"", ""IH1/G1f"", ""H8"", ""IH6""], [""HR7"", ""2H8"", ""P"", ""IH5"", ""G4f""], [""HR7"", ""H7a"", ""1B"", ""G1a"", ""G6a""], [""3H7"", ""H7"", ""2B"", ""G3f"", ""F9""], [""3H9"", ""H8a"", ""G1f"", ""G4f"", ""PO""], [""2H7"", ""H8"", ""G3D"", ""G4a"", ""K""], [""2H9"", ""H9"", ""G3a"", ""G5D"", ""K""], [""H7a"", ""LF"", ""G4D"", ""G6D"", ""K""], [""H7"", ""CF"", ""G4a"", ""F7a"", ""K""], [""H8a"", ""RF"", ""G5f"", ""F7"", ""K""], [""H8"", ""G3f"", ""G6f"", ""F8a"", ""K""], [""H9a"", ""G4D"", ""G6a"", ""F9"", ""K""], [""H9"", ""G5a"", ""F7"", ""PO"", ""K""], [""2B"", ""G6f"", ""F8a"", ""PO"", ""K""], [""SS"", ""F7"", ""F8"", ""BB"", ""K""], [""G4a"", ""F8a"", ""F9a"", ""BB"", ""K""], [""F7"", ""F9"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,F75,,,
262,,,76,内野手,紗倉 ひびき,hachinai6.1,ok,,,false,batter,2,8,2,7,4,false,,,,,false,,,,,"[[""HR9"", ""2H7"", ""F8/H8"", ""H7"", ""IH1""], [""HR9"", ""2H9"", ""1B"", ""G1f"", ""G3D""], [""HR9"", ""H7a"", ""2B"", ""G3a"", ""F9""], [""2H7a/HR8"", ""H7"", ""SS"", ""G4D"", ""K""], [""2H9"", ""H8"", ""G1a"", ""G5a"", ""K""], [""H7"", ""H9"", ""G3f"", ""G6D"", ""K""], [""H8a"", ""LF"", ""G4D"", ""F8a"", ""K""], [""H8"", ""CF"", ""G4f"", ""F9a"", ""K""], [""H8"", ""RF"", ""G4a"", ""PO"", ""K""], [""H9a"", ""G3f"", ""G6D"", ""G4D/BB"", ""K""], [""H9a"", ""G4D"", ""F7a"", ""BB"", ""K""], [""H9"", ""G5a"", ""F8a"", ""BB"", ""K""], [""H9"", ""G6f"", ""F8"", ""BB"", ""K""], [""1B"", ""G6a"", ""F9a"", ""BB"", ""K""], [""2B"", ""F7a"", ""PO"", ""BB"", ""K""], [""G4D"", ""F8a"", ""PO"", ""BB"", ""K""], [""F7"", ""PO"", ""PO"", ""DB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,F76,,,
263,,,77,捕手,奏流院 朱美,hachinai6.1,ok,,,false,batter,2,4,3,13,4,false,,,,,false,,,,,"[[""HR7"", ""2H7"", ""H8/G6a"", ""H7"", ""H9""], [""HR7"", ""2H9"", ""2B"", ""G4a"", ""G4f""], [""HR8"", ""H7"", ""3B"", ""G5D"", ""G6D""], [""HR9"", ""H8a"", ""SS"", ""G6f"", ""F8a""], [""2H7a"", ""H9a"", ""G1f"", ""F8"", ""K""], [""2H8"", ""H9"", ""G3D"", ""F9a"", ""K""], [""2H9/H9"", ""LF"", ""G3a"", ""PO"", ""K""], [""H7a"", ""CF"", ""G4f"", ""BB"", ""K""], [""H7"", ""RF"", ""G4a"", ""BB"", ""K""], [""H8"", ""G1a"", ""G5f"", ""BB"", ""K""], [""H8"", ""G4D"", ""G6D"", ""BB"", ""K""], [""H9a"", ""G5a"", ""G6a"", ""BB"", ""K""], [""H9/G4f"", ""G6f"", ""F7"", ""BB"", ""K""], [""1B"", ""F7a"", ""F8a"", ""BB"", ""K""], [""SS"", ""F8"", ""F9a"", ""BB"", ""K""], [""G5D"", ""F9a"", ""F9"", ""BB"", ""K""], [""G6a"", ""PO"", ""PO"", ""DB"", ""K""], [""F9"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,F77,,,
264,,,78,投手,夏葉 舞,hachinai6.1,ok,,,true,pitcher,1,7,1,1,4,false,6,1,,,false,,,,,"[[""HR7"", ""2H7"", ""P"", ""H9""], [""HR9"", ""H8"", ""1B"", ""G1D""], [""2H7"", ""H9a"", ""3B"", ""G3D""], [""2H8"", ""H9/G4a"", ""G1a"", ""G4f""], [""2H9"", ""2B"", ""G3D"", ""G5a""], [""H7"", ""LF"", ""G4D"", ""G6D""], [""H8a/G4D"", ""RF"", ""G5a"", ""F7""], [""1B"", ""G1D"", ""G6D"", ""F8a""], [""SS"", ""G3a"", ""G6f"", ""F9""], [""G3D"", ""G4f"", ""F7a"", ""PO""], [""G3f"", ""G5D"", ""F8"", ""BB""], [""G4D"", ""G6D"", ""F9a"", ""BB""], [""G6a"", ""F8a"", ""PO"", ""BB""], [""F8"", ""F9"", ""PO"", ""BB""], [""PO"", ""PO"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""1"", ""1P2"", ""1P2"", ""3*"", ""3*"", ""3*"", ""3"", ""3"", ""3P4"", ""3P4"", ""4"", ""4"", ""5"", ""5"", ""5"", ""5"", ""5"", ""5""]",,P78,,,
265,,,80,内野手,鬼塚 桐,hachinai6.1,ok,,,false,batter,4,9,6,9,4,false,,,,,false,,,,,"[[""3H9"", ""H7"", ""G5D/IH5"", ""H8"", ""IH4""], [""2H7"", ""H7"", ""P"", ""IH6"", ""G3D""], [""2H9"", ""H8a"", ""2B"", ""G1a"", ""G4f""], [""H7a"", ""H8"", ""SS"", ""G3f"", ""G4a""], [""H7"", ""H9a"", ""G1f"", ""G4D"", ""G6f""], [""H8a"", ""H9"", ""G1a"", ""G4f"", ""F7""], [""H8"", ""IH3"", ""G3f"", ""G4a"", ""F8a""], [""H8"", ""LF"", ""G4D"", ""G5a"", ""PO""], [""H8"", ""CF"", ""G4f"", ""G6f"", ""K""], [""H9a"", ""RF"", ""G4a"", ""F7"", ""K""], [""H9"", ""G1f"", ""G5f"", ""F8"", ""K""], [""H9"", ""G3f"", ""G6D"", ""F9a"", ""K""], [""IH1"", ""G3a"", ""F7a"", ""PO"", ""K""], [""1B"", ""G4D"", ""F7"", ""G6f/BB"", ""K""], [""3B"", ""G4f"", ""F8a"", ""BB"", ""K""], [""G4f"", ""G6a"", ""F9"", ""BB"", ""K""], [""G6a"", ""F7a"", ""PO"", ""BB"", ""K""], [""F7"", ""F8"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""K"", ""BB"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,F80,,,
266,,,81,内野手,樫野 亜沙,hachinai6.1,ok,,,false,batter,3,10,5,10,4,false,,,,,false,,,,,"[[""3H7/2H7a"", ""H7a"", ""IH5/G5f"", ""G4f"", ""IH6""], [""2H8"", ""H7"", ""P"", ""G5a"", ""G4f""], [""2H9"", ""H7"", ""3B"", ""G6f"", ""G5D""], [""2H7/H7a"", ""H8a"", ""RF"", ""G6a"", ""G5f""], [""H7"", ""H8"", ""G1f"", ""F9"", ""G6f""], [""H7"", ""H9"", ""G1a"", ""PO"", ""G6a""], [""H8a"", ""2B"", ""G3f"", ""BB"", ""F9""], [""H8"", ""SS"", ""G4f"", ""BB"", ""PO""], [""H8"", ""CF"", ""G4a"", ""BB"", ""K""], [""H9a"", ""G1f"", ""G5a"", ""BB"", ""K""], [""H9"", ""G3a"", ""G6D"", ""BB"", ""K""], [""2B"", ""G4D"", ""G6f"", ""BB"", ""K""], [""SS"", ""G4f"", ""G6a"", ""BB"", ""K""], [""G4a"", ""G5f"", ""F7"", ""BB"", ""K""], [""G5f"", ""G6a"", ""F8a"", ""BB"", ""K""], [""G6f"", ""F7a"", ""F9a"", ""BB"", ""K""], [""G6f"", ""F8"", ""F9"", ""BB"", ""K""], [""F8"", ""PO"", ""PO"", ""BB"", ""K""], [""F9a"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,F81,,,
267,,,82,内野手,大咲 みよ,hachinai6.1,ok,,,false,batter,4,1,4,15,5,false,,,,,false,,,,,"[[""HR7"", ""2H7"", ""H9/G3a"", ""IH4"", ""IH3""], [""HR8"", ""2H9"", ""P"", ""G3a"", ""G3f""], [""HR9"", ""H7a"", ""3B"", ""G4f"", ""G5D""], [""2H7a"", ""H7"", ""SS"", ""G4a"", ""F9""], [""2H8"", ""H8a"", ""G1a"", ""G5f"", ""PO""], [""2H9"", ""H9"", ""G3f"", ""G6D"", ""K""], [""H7a"", ""LF"", ""G3a"", ""F7a"", ""K""], [""H7"", ""CF"", ""G4D"", ""F8"", ""K""], [""H8a"", ""RF"", ""G4f"", ""F9a"", ""K""], [""H8"", ""G3a"", ""G5D"", ""PO"", ""K""], [""H9a"", ""G4D"", ""G5a"", ""PO"", ""K""], [""H9"", ""G4a"", ""G6f"", ""BB"", ""K""], [""2B"", ""G5f"", ""F7a"", ""BB"", ""K""], [""SS"", ""G6D"", ""F7"", ""BB"", ""K""], [""G3a"", ""F7"", ""F8a"", ""BB"", ""K""], [""G4D"", ""F8"", ""F8"", ""BB"", ""K""], [""F7a"", ""F9a"", ""F9"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,F82,,,
